7.7;7.755;7.052;7.142;25645893
9.245;9.3;8.879;8.914;16954377
7.7;7.755;7.052;7.142;25645893
6.73;6.799;6.54;6.781;8121357
6.58;6.616;6.12;6.519;20714000
8.858;9.399;8.7;9.305;27103027
6.58;6.616;6.12;6.519;20714000
6.697;6.79;6.52;6.735;6940940
7.7;7.755;7.052;7.142;25645893
8.619;8.874;8.501;8.818;17316238
9.971;9.989;9.441;9.472;22817424
