44.17;45.02;43.94;44.28;3939184
44.10;44.11;42.915;43.155;3634976
43.65;44.24;43.345;44.05;3656323
44.30;45.175;44.20;45.00;4004676
44.31;45.20;44.26;44.655;3604860
44.995;45.75;44.74;45.00;6353339
44.84;45.665;44.34;45.665;4835636
45.665;46.935;45.655;46.16;4064364
46.72;46.75;45.61;46.50;3395545
46.30;47.385;46.155;47.07;4088188
46.97;47.395;46.64;47.145;2718069
47.43;47.885;46.70;47.255;2246008
47.58;47.90;46.56;46.71;2497548
46.45;46.97;45.615;46.565;3640751
46.55;47.47;46.52;47.345;2906489
47.20;47.49;46.365;46.93;2530414
46.63;46.755;45.77;46.305;3701489
46.15;46.18;44.16;44.85;5733729
45.58;45.89;45.13;45.89;3354178
46.60;46.765;46.03;46.50;3364911
46.035;46.66;45.95;46.145;2374968
46.245;46.805;45.54;45.965;4115876
45.825;46.915;45.56;46.50;4666553
46.035;47.40;45.05;45.205;8785155
44.48;45.165;43.80;44.70;5154616
45.035;45.745;44.41;45.41;3816409
45.445;45.56;44.005;44.285;3698229
44.25;44.605;42.455;43.375;6596997
42.87;43.76;42.52;43.10;4262324
43.85;44.33;43.16;43.675;4144092
43.105;43.445;41.045;41.045;5890526
40.00;41.85;38.76;40.91;11905610
40.81;41.47;40.34;41.055;5959802
41.00;42.175;40.02;40.40;6330674
40.70;41.685;40.105;40.975;3368750
41.59;41.675;38.51;38.62;6905229
39.51;40.12;37.35;38.295;9341573
37.80;39.36;34.53;35.62;12212472
33.50;35.735;32.12;32.77;16930462
37.775;41.00;36.46;40.60;21014415
39.285;40.26;38.65;39.795;6728606
39.46;40.83;38.865;39.19;8264370
39.72;39.72;38.145;38.58;3794391
38.14;38.33;34.70;35.25;10717229
34.85;36.50;34.53;35.45;6604544
36.505;37.82;36.30;37.13;6212874
36.19;36.62;35.23;35.565;7831171
36.08;36.82;33.51;34.63;6819943
34.65;35.59;33.50;35.235;7503543
36.08;36.23;34.84;35.225;4573868
33.495;33.84;32.40;33.01;8399606
33.84;34.435;33.45;33.45;6769002
34.01;36.00;33.65;35.93;7314640
36.30;36.77;35.36;35.55;4560702
35.28;35.785;35.00;35.05;1920620
34.355;34.65;33.00;34.185;6601023
33.72;34.07;33.25;33.85;4220234
35.03;35.25;34.055;34.175;4721143
34.13;34.72;31.06;31.585;12103208
31.00;32.025;30.72;31.00;6589194
31.385;31.45;29.705;30.33;7096482
30.97;31.75;30.41;31.745;7762811
31.50;33.035;30.85;32.66;6543010
33.315;34.56;33.07;33.725;6972708
34.76;35.40;34.47;35.045;5553076
34.80;36.76;34.52;36.40;6877112
37.00;37.30;35.52;36.16;5847076
36.03;37.55;35.90;37.135;6481707
37.22;38.64;37.22;38.23;8116902
39.005;39.40;38.625;38.89;3708562
37.75;37.975;36.02;37.35;6251586
36.965;37.60;36.20;36.82;5305280
37.29;37.39;34.93;35.155;5487172
35.49;36.48;35.115;35.78;4570362
36.145;36.40;35.24;36.13;3871513
35.49;35.68;33.485;33.80;5057875
34.11;35.39;33.555;34.30;4796615
33.605;33.96;32.50;32.86;5318744
33.55;33.61;32.50;32.90;4128747
33.185;33.23;32.535;33.03;2217069
33.195;35.41;33.13;35.10;5492118
34.505;37.675;34.35;37.575;8949454
38.64;38.95;38.17;38.775;8191539
39.10;39.36;37.65;38.395;5118523
38.18;38.865;37.65;38.26;3021503
37.995;39.50;37.95;39.50;4015191
39.71;39.75;38.17;38.64;3978722
38.03;38.835;37.555;37.84;4637507
37.905;38.35;35.91;36.30;5604879
35.795;36.95;35.305;36.05;3738197
36.435;36.525;34.565;35.795;4995154
36.33;37.045;36.005;36.135;4119501
35.775;38.19;35.54;37.97;5309459
38.06;38.60;37.03;38.00;3405374
39.00;40.28;38.58;39.99;7397953
41.78;44.68;41.50;44.225;13676259
44.40;46.00;44.40;45.03;8401776
45.00;45.70;44.71;44.71;4953924
44.32;44.84;43.795;44.235;4685331
44.465;46.30;44.465;46.30;4422979
46.35;46.365;44.75;45.395;4381593
46.995;46.995;45.555;45.705;6390292
45.85;46.90;44.92;45.225;4523121
45.52;46.75;45.10;45.52;5027135
46.25;46.70;45.92;46.36;2756968
46.005;46.175;44.85;45.07;3370999
44.825;44.84;43.07;43.18;4435818
42.78;43.37;41.485;42.65;5189034
43.35;43.88;42.465;43.37;3905189
43.375;43.60;42.295;42.90;2232577
43.365;43.95;43.03;43.925;2619703
43.595;43.86;42.80;43.175;2582897
43.48;43.565;41.48;41.685;4080599
41.52;42.09;41.00;41.095;3612845
41.115;42.035;40.89;41.285;2548585
40.85;40.97;39.86;40.70;3216309
40.50;40.93;39.13;39.93;3587965
40.89;41.00;39.51;40.12;2972975
40.00;40.625;39.335;40.45;2189079
40.86;40.95;40.01;40.185;1116744
39.445;40.18;39.125;40.18;2861840
40.43;43.015;39.375;42.465;6337858
42.34;43.10;42.00;42.785;2921444
43.00;45.17;42.61;44.375;5321379
44.815;44.90;44.31;44.315;1757123
43.765;43.885;42.31;42.61;4665408
42.145;42.315;41.10;42.145;5695077
42.095;44.155;41.745;43.585;5437295
42.75;44.07;42.50;43.91;3592922
45.06;46.36;45.00;45.80;5838008
45.65;46.43;45.305;46.11;3568826
46.155;46.70;45.40;45.925;3034124
46.055;46.40;45.12;45.33;3070401
46.075;46.30;43.70;44.00;9321723
44.26;44.495;43.41;44.425;3552886
44.49;46.085;44.315;45.02;4303374
45.32;45.325;44.09;44.265;3278308
44.735;45.125;42.65;43.51;4162581
43.05;45.21;42.90;45.21;4155525
45.50;45.99;44.945;45.045;2388741
44.785;45.28;43.75;44.75;4373537
44.96;45.235;42.61;43.23;5770929
42.455;43.59;41.57;42.25;6612868
42.665;43.005;41.15;41.40;4452316
41.35;41.48;40.25;40.85;3895908
40.565;42.395;40.13;42.325;5283491
42.74;43.66;42.65;43.165;4688512
43.165;44.35;42.49;43.775;3161624
43.565;44.20;43.04;43.375;2622301
43.60;43.935;42.56;42.67;2436342
42.135;42.785;41.71;42.59;2816944
42.50;43.305;41.89;43.03;4245270
43.08;43.21;41.55;41.695;4897125
41.76;42.125;41.035;41.52;4343251
41.38;42.65;41.135;42.355;3776553
42.24;43.94;42.135;43.055;4330153
42.69;44.03;42.61;43.835;3526360
43.74;44.12;43.39;43.635;3284352
43.415;44.05;43.22;43.50;2298728
44.095;44.19;43.23;43.475;2325879
43.20;44.00;42.80;43.90;2869782
43.54;44.15;43.04;43.27;3189239
43.55;43.85;43.05;43.365;2161374
43.20;43.545;42.30;43.025;2980852
43.415;43.67;42.135;42.595;3153244
42.31;42.45;41.525;42.10;4570882
43.60;44.13;42.75;42.91;6950148
44.10;45.20;43.825;44.845;5909898
45.215;45.945;43.70;44.015;5705846
44.00;44.33;43.66;44.09;1776796
44.005;44.53;43.51;44.19;2611774
43.80;43.95;42.265;42.825;4399975
43.30;43.40;41.055;41.92;4897302
40.94;42.48;40.325;42.41;5841434
42.00;42.80;41.635;42.595;2492878
42.195;42.25;40.555;40.68;4026262
40.67;41.90;40.61;41.50;3017708
42.23;43.15;42.00;42.82;4487439
42.90;42.99;41.675;41.84;3959658
42.785;42.79;40.48;40.66;3818656
40.23;40.25;38.755;38.755;6052254
38.88;39.17;37.54;38.80;4940040
39.08;39.105;38.00;38.775;2830561
38.385;38.465;37.025;38.41;4375838
39.14;39.41;36.50;37.05;6136019
37.105;37.28;34.92;35.705;8160974
36.355;37.62;36.20;37.315;6716621
37.84;39.39;37.165;39.01;7276389
39.40;39.625;38.25;39.305;4037802
39.59;39.59;38.08;38.58;3110478
38.485;39.49;38.085;38.90;3522725
38.475;40.36;38.31;40.065;4666158
40.55;42.20;40.50;41.595;6292649
41.845;41.975;40.61;41.315;3067336
41.515;42.29;41.18;42.08;4459724
41.955;42.365;41.555;42.095;3017137
41.765;41.84;40.91;41.36;3092257
41.35;41.87;40.85;41.68;3089802
41.805;42.15;40.89;41.29;5696937
40.92;42.025;40.61;41.40;2659973
41.775;43.005;41.47;43.005;3241297
42.875;43.22;42.385;42.40;2595520
42.40;42.535;41.73;42.21;1494670
42.495;42.495;42.135;42.135;207857
42.00;42.125;40.80;41.34;1253592
41.485;41.96;41.34;41.51;806132
41.645;41.985;41.405;41.485;938870
41.515;41.68;40.65;40.865;1601779
41.20;41.20;40.22;40.22;671886
40.775;41.86;40.515;41.84;1924860
41.895;43.215;41.65;43.10;3654711
42.83;42.905;41.725;42.735;3459072
42.865;43.28;41.995;42.14;2864415
42.13;42.285;40.865;40.88;4407366
40.68;40.68;39.25;39.33;4898640
40.00;40.57;39.53;40.41;3866103
40.65;43.32;40.60;43.27;6688443
43.50;45.475;43.305;45.21;8642841
44.535;45.47;43.765;45.19;6247269
45.14;45.19;44.16;44.96;2460333
45.05;46.02;45.03;45.945;5501579
45.81;47.21;45.395;46.32;6240151
45.96;47.45;45.075;46.875;5083409
47.12;48.935;47.05;48.08;7649695
48.50;48.70;47.155;48.25;3705544
48.50;48.595;46.89;46.93;5620807
47.12;47.55;45.97;46.065;4730402
46.00;47.92;45.005;47.505;6362691
47.60;49.43;47.40;48.32;8112912
47.80;48.05;46.55;47.23;5594747
47.665;48.205;47.07;47.875;4415770
48.00;48.935;47.62;47.955;3545201
47.68;47.87;46.115;46.52;5193474
47.095;47.38;46.25;46.805;3372886
46.975;48.195;46.85;47.59;3865847
46.90;48.30;46.90;48.155;4419213
48.37;49.18;48.00;48.405;4679793
47.90;48.41;46.65;47.575;4804738
47.54;49.135;46.815;48.40;4803833
49.145;49.23;47.57;47.80;3626111
47.63;49.64;47.565;48.865;5645615
48.75;51.95;48.12;51.24;10978557
51.50;52.70;51.24;52.04;7317639
52.24;52.65;51.40;51.93;5615267
51.76;52.29;50.19;50.34;4019700
49.75;50.05;48.525;49.26;6268864
49.015;50.13;48.785;49.13;4793753
48.50;49.55;48.355;48.57;4367915
49.00;50.02;48.59;49.54;4341654
49.68;51.71;49.035;50.95;5528705
51.17;51.57;48.87;49.185;5732818
48.745;49.10;47.825;48.53;4430255
48.95;49.985;48.165;48.795;5221829
49.035;49.285;47.24;47.515;5304048
47.175;47.575;46.385;46.55;4695517
46.82;47.33;46.15;47.25;3980350
47.285;47.425;46.25;46.38;4072568
45.84;46.15;45.40;45.975;4271436
45.25;47.18;45.10;46.75;4898034
46.98;49.145;46.805;47.455;7677646
45.75;46.70;44.54;45.80;8920795
46.245;46.55;43.74;44.60;7952689
45.385;45.84;44.40;45.445;6679800
46.15;46.84;45.08;46.435;9820356
47.32;48.44;47.085;48.125;5250532
48.005;49.47;47.74;48.355;5904797
47.94;48.43;47.28;47.985;3497737
47.33;48.55;47.11;48.38;3593113
48.775;49.02;48.16;48.35;2404355
48.07;48.90;47.945;48.35;2128218
48.90;48.98;47.84;48.325;2869370
48.97;48.97;47.18;47.48;4720352
47.28;47.655;45.65;45.85;6517883
46.05;47.11;45.705;47.11;4848806
47.16;47.48;45.76;45.805;4345325
45.90;45.985;44.555;45.32;5314198
45.135;46.75;43.93;46.57;7696263
46.50;48.00;46.35;47.005;5437765
47.50;48.08;47.245;47.85;3561854
48.045;48.24;46.805;47.22;2707827
46.80;46.98;46.215;46.455;3237517
47.08;47.45;46.16;46.64;2600090
46.20;46.455;45.10;45.635;3642242
45.71;45.90;44.86;45.225;3888588
45.01;45.185;43.035;43.47;6181827
43.51;44.44;43.00;43.71;3792806
44.36;44.65;43.47;43.695;3881129
43.94;44.93;43.14;43.49;5086481
43.15;43.97;43.14;43.50;3367762
43.385;44.26;42.855;43.79;5146505
43.95;45.025;43.925;44.98;4457074
44.845;45.55;44.725;45.16;3395200
45.495;45.72;45.09;45.395;1947881
44.95;45.68;44.885;45.57;3679083
46.38;46.60;45.225;45.52;5184532
44.105;44.585;42.925;43.255;9522873
42.80;43.87;42.76;43.32;5249726
42.56;42.90;41.72;42.185;6234760
41.85;43.465;41.465;43.08;6127810
43.07;43.48;42.72;42.98;3977451
42.08;42.635;41.70;42.15;5533682
42.35;42.98;41.815;42.20;4476373
41.27;42.19;41.07;41.93;4238047
41.51;42.67;41.495;41.755;5320637
42.375;42.60;41.745;41.925;3541572
41.835;42.80;41.255;42.185;5060662
42.045;42.995;41.885;41.99;6728465
41.03;41.59;40.88;41.31;4519449
41.32;41.64;41.075;41.225;3343102
40.955;42.315;40.91;42.105;4313982
42.32;42.99;41.46;41.74;4916758
42.85;43.06;42.17;42.31;5579686
42.32;42.555;41.69;41.995;2070848
40.82;41.56;40.78;41.24;5598860
41.48;41.48;40.405;40.525;4919175
40.045;40.60;39.735;40.20;3789111
40.295;41.13;39.71;40.985;4314394
40.635;40.82;39.82;40.09;4298169
39.935;40.71;39.90;40.35;3594425
40.17;40.285;39.565;39.79;3938836
39.765;40.41;39.43;39.84;3550251
39.84;40.095;38.885;39.05;4367412
39.16;39.43;38.93;39.01;2324574
39.515;40.05;39.35;39.79;4007269
39.195;39.38;38.535;38.775;5561703
38.075;38.18;37.20;38.135;9043787
37.795;39.345;37.50;39.09;9645636
38.125;38.895;37.91;38.765;4530051
39.00;40.20;38.90;40.175;4852938
40.32;40.495;39.60;39.875;3218791
39.615;39.62;38.055;38.46;5973804
39.26;39.385;37.575;37.775;5973804
39.515;40.05;39.35;39.79;4007269
39.195;39.38;38.535;38.775;5561703
38.075;38.18;37.20;38.135;9043787
37.795;39.345;37.50;39.09;9645636
38.125;38.895;37.91;38.765;4530051
39.00;40.20;38.90;40.175;4852938
